speaker	speech	speaker_std
Background	 Departamento de Transcripciones CONGRESO DE LA REPÚBLICA SEGUNDA LEGISLATURA ORDINARIA DE 2000 TRANSCRIPCIÓN DEL VÍDEO N° 1197 “REUNIÓN DR. - BOROBIO - JULIO VERA” DEL 12 DE OCTUBRE DE 1998 —En la sala se encuentra sentado el señor Vera Gutiérrez, luego ingresa empleado entregándole una revista. El señor VERA GUTIÉRREZ .— Gracias, muy amable. —El señor Vera Gutiérrez realiza una llamada telefónica desde su celular.	CROUSILLAT
El señor VERA GUTIÉRREZ.—	 Mamá, hola me voy a demorar un poquito ... tengo una reunión ... porque tengo reuniones ... ya ... no ... se fueron ... correcto. A las nueve y media estaré por ahí ... estoy con la conciencia ensamblada ... me duele la cabeza ... ¿Qué comeré? Una sopita, pues.  ¿Hay sopa? ¿Sopa? No hay ... No ... Ya ... Déjame, yo me caliento algo ... Comeré, pues, lo que quedó de lasagna ... Bueno, alguna cosa comeré ... No te preocupes ...	MONTESINOS
Background	—Ingresa un empleado y pone un diario en la mesa de centro.	CROUSILLAT
El señor VERA GUTIÉRREZ.—	 Ya ... te aviso ... Chau.	MONTESINOS
Background	—Termina de hablar en el celular. —Luego ingresa un empleado y le trae un vaso de agua y continúa leyendo la revista. —Ingresa a la sala el señor Montesinos Torres acompañado del señor Borobio.	CROUSILLAT
El señor MOTESINOS TORRES.—	 Hola hermano, cómo estás, qué gusto de verte, a los tiempos.	MONTESINOS
El señor VERA GUTIÉRREZ.—	 Después de tiempo. 	MONTESINOS
El señor MOTESINOS TORRES.—	 Siéntate, después de tiempo que te dejas ver. (Risas.) Solamente se te ve nomás en los eventos sociales.	MONTESINOS
El señor VERA GUTIÉRREZ.—	 Una  vez nos vimos acá.	MONTESINOS
El señor MOTESINOS TORRES.—	 Claro, me acuerdo.	MONTESINOS
El señor VERA GUTIÉRREZ.—	 Con Armando Briceño,...	MONTESINOS
El señor MOTESINOS TORRES.—	 Así es, con Armando Briceño.-	MONTESINOS
El señor VERA GUTIÉRREZ.—	 (?) lo vi.	MONTESINOS
El señor MOTESINOS TORRES.—	 No, tú me viste con Alberto Briceño. Me acuerdo mucho de esto hace dos años, tres años.	MONTESINOS
El señor VERA GUTIÉRREZ.—	 En el 95.	MONTESINOS
El señor MOTESINOS TORRES.—	 Antes de que él se fuera a España.	MONTESINOS
El señor VERA GUTIÉRREZ.—	 Claro, claro ...	MONTESINOS
El señor MOTESINOS TORRES.—	 Claro, él se fue de agregado a España. Un camote le tenía el muchacho a ustedes, ¿no?	MONTESINOS
El señor VERA GUTIÉRREZ.—	 Sí, pues, años jugábamos voley nosotros de chiquitos allá en La Molina.	MONTESINOS
El señor BOROVIO.—	 Sí, pero el tema está totalmente solucionado, ¿no?	MELLADO
El señor VERA GUTIÉRREZ.—	 ¿El tema familiar? Sí.	MONTESINOS
El señor BOROBIO GUEDE.—	 Tu mamá ...	MELLADO
El señor VERA GUTIÉRREZ.—	 Sí, ... fisurado por las consecuencias de una relación así. (2) El señor MONTESINOS TORRES .—¿No? Eso es lógico..	MONTESINOS
El señor BOROBIO GUEDE.—	 ¿Pero existe la posibilidad de una nueva ruptura comercial, digamos?	MELLADO
El señor VERA GUTIÉRREZ.—	 No, no, no porque lo que hay es una ruptura sentimental, ¿no? afectiva. El señor MONTESINOS TORRES .— Claro, afectiva, afectiva.	MONTESINOS
El señor VERA GUTIÉRREZ.—	 Inclusive por parte de él, que él tampoco hace los ... Los hombres cuando metemos la pata, pues, deberíamos en algún momento dar una paso para atrás y ... El señor MONTESINOS TORRES .— Claro.	MONTESINOS
El señor VERA GUTIÉRREZ.—	 (?) él tiene muchas ... está pues con muchos problemas en ...	MONTESINOS
—	 El señor Vera Gutiérrez recibe una llamada por celular. Perdón, mejor que apague. Cuando entras en problemas de faldas ... El señor MONTESINOS TORRES .— Si.	MONTESINOS
El señor VERA GUTIÉRREZ.—	 Y no sabes irte. La historia de mi padre, pues, es un problema que es un hombre que creció mucho ... El señor MONTESINOS TORRES .— Bueno, yo la conozco pues, como sabes yo fue abogado de tu papá antes de que lo raptaran. Yo lo conocí a él  cuando tenía un problema que le hicieron l en la Contraloría General de la República, una investigación sobre la cuestión de los tractores que trajeron liberados, ¿ te acuerdas?	MONTESINOS
El señor VERA GUTIÉRREZ.—	 Claro, con el protocolo ...	MONTESINOS
El señor MONTESINOS TORRES.—	 Exactamente ...	MONTESINOS
El señor VERA GUTIÉRREZ.—	 Peruano-colombiano ... El señor MONTESINOS TORRES .— Exactamente que vinieron para la zona de ...	MONTESINOS
El señor VERA GUTIÉRREZ.—	 De selva	MONTESINOS
El señor MONTESINOS TORRES-—	 De la selva y entonces le hicieron una imputación que él los había ... O sea, había liberación y exoneración para ingresar a esa zona, pero si tú de esa zona los traías acá a Lima y no pagabas el impuesto estabas incurriendo en un delito. Entonces la Contraloría le hizo una investigación y trató de demostrar que él había trasladado un montón de maquinarias, incluso se le había alquilado al Ministerio de Transportes.	MONTESINOS
El señor VERA GUTIÉRREZ.—	 Fue traída, la verdad fue traída ...	MONTESINOS
El señor MONTESINOS TORRES.—	 Sí, fue traída ...	MONTESINOS
El señor VERA GUTIÉRREZ.—	 Se trajo para una emergencia en Matucana. El señor MONTESINOS TORRES .— Exactamente. Bueno, entonces le hicieron y yo lo defendí, ahí lo conocí.	MONTESINOS
El señor BOROBIO GUEDE.—	 (?)	MELLADO
El señor MONTESINOS TORRES.—	 Eso ha sido el año ochenta y ... ha sido en el gobierno de Alan García.	MONTESINOS
El señor VERA GUTIÉRREZ.—	 7, 8 ...	MONTESINOS
El señor MONTESINOS TORRES.—	 87, sí.	MONTESINOS
El señor VERA GUTIÉRREZ.—	 No, antes. El señor MONTESINOS TORRES .— Antes de que lo raptaran.	MONTESINOS
El señor VERA GUTIÉRREZ.—	 86.	MONTESINOS
El señor MONTESINOS TORRES.—	 Fue antes de que lo ...	MONTESINOS
El señor VERA GUTIÉRREZ.—	 A él se lo llevan abril del 86, mayo del 86, y lo regresan en enero del 87. El señor MONTESINOS TORRES .— Claro, o sea, yo vi el caso antes del tema del rapto y solucionamos el problema. Inclusive fui varias veces a una casa, no sé si hasta ahora tendrá una casa por Monterrico, me acuerdo yo, que tenía una piscina chiquita.	MONTESINOS
El señor VERA GUTIÉRREZ.—	 ¡Ah!, ¿la casa de mis abuelos?	MONTESINOS
El señor MONTESINOS TORRES.—	 Sí, sí, sí.. El señor VERA GUTIÉRREZ .— Ahí por Trinidad..	MONTESINOS
El señor MONTESINOS TORRES.—	 Sí, sí, sí.	MONTESINOS
